id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Unnamed: league,Unnamed: season
3077fce8,116,Teal Bunbury,USA,FW,Nashville,34-154,1990,9.9,3,16,3,18.8,1.62,0.3,0.06,0.33,14.5,0,2,2,3.1,1.5,0.1,-0.1,-0.5,Matches,USA-Major League Soccer,24-25
39fde61c,117,Cory Burke,JAM,FW,NY Red Bulls,32-215,1991,2.2,1,8,4,50.0,3.69,1.85,0.13,0.25,15.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
9d12e142,118,Roman Bürki,SUI,GK,St. Louis,33-259,1990,23.3,0,1,0,0.0,0.04,0.0,0.0,,39.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,USA-Major League Soccer,24-25
69a57596,119,Evan Bush,USA,GK,Crew,38-146,1986,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
5ab0ea87,120,Sergio Busquets,ESP,"MF,DF",Inter Miami,36-014,1988,21.3,1,2,2,100.0,0.09,0.09,0.5,0.5,8.8,0,0,0,0.3,0.3,0.13,0.7,0.7,Matches,USA-Major League Soccer,24-25
9fcd12af,121,Brandon Bye,USA,DF,NE Revolution,28-244,1995,3.2,0,2,0,0.0,0.62,0.0,0.0,,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
c4041fbc,122,Nathan Byrne,ENG,DF,Charlotte,32-055,1992,22.0,0,4,1,25.0,0.18,0.05,0.0,0.0,26.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
42af215b,123,Kevin Cabral,FRA,FW,Rapids,25-020,1999,14.3,5,31,12,38.7,2.17,0.84,0.16,0.42,13.1,0,0,0,6.1,6.1,0.2,-1.1,-1.1,Matches,USA-Major League Soccer,24-25
e94d79e3,124,Martín Cáceres,URU,DF,LA Galaxy,37-114,1987,11.9,0,4,3,75.0,0.34,0.25,0.0,0.0,10.7,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
6d526838,125,Noel Caliskan,GER,MF,RSL,23-336,2000,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
c4d9567d,126,Drake Callender,USA,GK,Inter Miami,26-297,1997,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
6ad16d47,127,Rudy Camacho,FRA,DF,Crew,33-147,1991,18.0,1,8,2,25.0,0.44,0.11,0.13,0.5,11.8,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches,USA-Major League Soccer,24-25
bf9c0749,128,Leonardo Campana,ECU,FW,Inter Miami,24-006,2000,11.8,5,29,12,41.4,2.45,1.02,0.17,0.42,14.2,1,0,0,5.3,5.3,0.19,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
45e1a597,129,George Campbell,USA,DF,CF Montréal,23-038,2001,15.6,0,5,0,0.0,0.32,0.0,0.0,,14.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
2a5ee788,130,Omar Campos,MEX,"DF,MF",LAFC,22-010,2002,11.8,0,2,1,50.0,0.17,0.08,0.0,0.0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
d4438745,131,Nathan Cardoso,BRA,DF,Seattle,29-078,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
cab97dd2,132,Wikelman Carmona,VEN,MF,NY Red Bulls,21-157,2003,17.6,3,37,15,40.5,2.1,0.85,0.08,0.2,22.3,0,0,0,2.1,2.1,0.06,0.9,0.9,Matches,USA-Major League Soccer,24-25
3e9ae1db,133,Julián Carranza,ARG,FW,Philadelphia,24-069,2000,11.9,6,45,15,33.3,3.77,1.26,0.13,0.4,13.5,1,0,0,5.9,5.9,0.13,0.1,0.1,Matches,USA-Major League Soccer,24-25
f087912d,134,Adalberto Carrasquilla,PAN,"FW,MF",Dynamo FC,25-245,1998,18.5,2,21,9,42.9,1.14,0.49,0.1,0.22,22.6,0,0,0,0.9,0.9,0.04,1.1,1.1,Matches,USA-Major League Soccer,24-25
9f0f5d15,135,Wilder Cartagena,PER,"MF,DF",Orlando City,29-311,1994,16.6,0,15,4,26.7,0.9,0.24,0.0,0.0,22.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
2ed8d81b,136,Javier Casas,USA,MF,Fire,21-077,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
cc120b4f,137,Julio Cascante,CRC,DF,Austin,30-301,1993,14.6,2,7,4,57.1,0.48,0.27,0.29,0.5,6.6,0,0,0,1.2,1.2,0.18,0.8,0.8,Matches,USA-Major League Soccer,24-25
e620dcbb,138,Robert Castellanos,USA,DF,Sporting KC,26-080,1998,9.3,1,6,3,50.0,0.65,0.32,0.17,0.33,8.3,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches,USA-Major League Soccer,24-25
42ba8628,139,Roman Celentano,USA,GK,FC Cincinnati,23-320,2000,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
bd060315,140,Edwin Cerrillo,USA,MF,LA Galaxy,23-301,2000,18.1,0,2,0,0.0,0.11,0.0,0.0,,28.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,USA-Major League Soccer,24-25
317be364,141,Tomás Chancalay,ARG,FW,NE Revolution,25-211,1999,10.3,2,45,15,33.3,4.36,1.45,0.04,0.13,19.6,0,0,0,3.1,3.1,0.07,-1.1,-1.1,Matches,USA-Major League Soccer,24-25
04cc9edd,142,Maikel Chang,CUB,"FW,MF",RSL,33-103,1991,3.0,0,2,0,0.0,0.67,0.0,0.0,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
ca366055,143,Maxime Chanot,LUX,DF,LAFC,34-252,1989,8.9,0,7,1,14.3,0.79,0.11,0.0,0.0,18.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
6260cc9d,144,Diego Chará,COL,MF,Portland Timbers,38-116,1986,19.7,0,1,0,0.0,0.05,0.0,0.0,,25.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,USA-Major League Soccer,24-25
c37ce1ca,145,Gabriel Chaves,BRA,FW,LA Galaxy,23-170,2001,22.3,10,82,37,45.1,3.68,1.66,0.12,0.27,17.3,3,0,1,9.4,8.5,0.1,0.6,1.5,Matches,USA-Major League Soccer,24-25
02fbc447,146,Yevhen Cheberko,UKR,DF,Crew,26-189,1998,11.0,0,3,0,0.0,0.27,0.0,0.0,,17.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
017459bb,147,Mathieu Choiniere,CAN,MF,CF Montréal,25-174,1999,16.6,2,10,2,20.0,0.6,0.12,0.1,0.5,24.7,0,1,1,1.3,0.5,0.05,0.7,0.5,Matches,USA-Major League Soccer,24-25
d88ebbe9,148,Léo Chú,BRA,"FW,MF",Seattle,24-115,2000,7.8,1,8,4,50.0,1.02,0.51,0.13,0.25,16.8,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches,USA-Major League Soccer,24-25
6e327d0d,149,Caden Clark,USA,"DF,FW",Minnesota Utd,21-064,2003,11.5,0,16,1,6.3,1.4,0.09,0.0,0.0,20.4,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
ed6320b7,150,Steve Clark,USA,GK,Dynamo FC,38-107,1986,20.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
4c46e404,151,Noah Cobb,USA,DF,Atlanta Utd,19-010,2005,14.5,0,2,1,50.0,0.14,0.07,0.0,0.0,7.1,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
caed0767,152,Matías Cóccaro,URU,"FW,MF",CF Montréal,26-258,1997,7.3,4,18,7,38.9,2.47,0.96,0.11,0.29,16.8,0,2,2,3.8,2.2,0.12,0.2,-0.2,Matches,USA-Major League Soccer,24-25
00eb5be4,153,Alonso Coello,ESP,MF,Toronto FC,24-292,1999,13.0,1,5,3,60.0,0.39,0.23,0.2,0.33,17.2,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches,USA-Major League Soccer,24-25
75c2e240,154,Josh Cohen,USA,GK,Atlanta Utd,31-347,1992,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
a535dbc6,155,Enzo Copetti,ARG,FW,Charlotte,28-196,1996,5.5,1,8,6,75.0,1.45,1.09,0.13,0.17,11.4,0,0,0,1.7,1.7,0.21,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
091795f2,156,Gabriele Corbo,ITA,DF,CF Montréal,24-201,2000,14.0,0,5,0,0.0,0.36,0.0,0.0,,23.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
5c07e176,157,Carlos Coronel,PAR,GK,NY Red Bulls,27-214,1996,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
e28ae695,158,Vitor Costa,BRA,DF,SJ Earthquakes,30-029,1994,18.1,2,16,3,18.8,0.89,0.17,0.13,0.67,17.1,0,0,0,1.8,1.8,0.11,0.2,0.2,Matches,USA-Major League Soccer,24-25
03a446a2,159,Ben Cremaschi,USA,MF,Inter Miami,19-150,2005,9.3,3,14,5,35.7,1.51,0.54,0.21,0.6,13.5,0,0,0,2.8,2.8,0.2,0.2,0.2,Matches,USA-Major League Soccer,24-25
ea42e480,160,Maxime Crépeau,CAN,GK,Portland Timbers,30-080,1994,12.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
43f5d4e6,161,Matt Crooks,ENG,MF,RSL,30-192,1994,15.5,2,17,4,23.5,1.1,0.26,0.12,0.5,12.4,0,0,0,2.6,2.6,0.15,-0.6,-0.6,Matches,USA-Major League Soccer,24-25
9b40a6ea,162,Andrés Cubas,PAR,MF,Vancouver W'caps,28-069,1996,17.1,0,4,0,0.0,0.23,0.0,0.0,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
71b47ab9,163,Cucho,COL,"FW,MF",Crew,25-101,1999,16.6,13,95,28,29.5,5.73,1.69,0.13,0.43,18.8,6,1,2,10.0,8.4,0.09,3.0,3.6,Matches,USA-Major League Soccer,24-25
cf4f1eb9,164,Mauricio Cuevas,USA,"DF,FW",LA Galaxy,21-171,2003,3.1,1,4,1,25.0,1.29,0.32,0.25,1.0,19.8,0,0,0,0.4,0.4,0.11,0.6,0.6,Matches,USA-Major League Soccer,24-25
9f417f8c,165,Hugo Cuypers,BEL,FW,Fire,27-174,1997,23.3,9,59,27,45.8,2.54,1.16,0.15,0.33,12.3,0,0,0,8.8,8.8,0.15,0.2,0.2,Matches,USA-Major League Soccer,24-25
b0a0698b,166,Rafael Czichos,GER,DF,Fire,34-077,1990,21.6,1,12,3,25.0,0.55,0.14,0.08,0.33,11.6,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
a065e877,167,Cristián Dajome,COL,"FW,DF",D.C. United,30-209,1994,17.7,3,28,8,28.6,1.58,0.45,0.11,0.38,18.0,0,0,0,2.9,2.9,0.1,0.1,0.1,Matches,USA-Major League Soccer,24-25
c350e7d5,168,Dagur Dan Þórhallsson,ISL,DF,Orlando City,24-089,2000,21.0,2,18,4,22.2,0.86,0.19,0.11,0.5,18.2,1,0,0,1.7,1.7,0.09,0.3,0.3,Matches,USA-Major League Soccer,24-25
636fc976,169,Daniel,BRA,GK,SJ Earthquakes,30-085,1994,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
b5687b08,170,Jesús Daniel Bueno,VEN,MF,Philadelphia,25-106,1999,6.8,2,12,4,33.3,1.77,0.59,0.17,0.5,17.1,0,0,0,2.0,2.0,0.16,0.0,0.0,Matches,USA-Major League Soccer,24-25
bb18b3b6,171,Juan David Mosquera,COL,DF,Portland Timbers,21-329,2002,22.2,0,14,3,21.4,0.63,0.14,0.0,0.0,16.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,USA-Major League Soccer,24-25
891f8b82,172,Bode Davis,USA,"DF,FW",RSL,22-159,2002,14.4,0,7,0,0.0,0.49,0.0,0.0,,22.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,USA-Major League Soccer,24-25
79d3a503,173,Jake Davis,USA,"DF,MF",Sporting KC,22-209,2002,19.7,2,13,3,23.1,0.66,0.15,0.15,0.67,27.6,0,0,0,0.3,0.3,0.03,1.7,1.7,Matches,USA-Major League Soccer,24-25
cb75cac9,174,Sean Davis,USA,MF,Nashville,31-173,1993,14.3,0,3,0,0.0,0.21,0.0,0.0,,19.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
ef6e8c5b,175,Pedro De la Vega,ARG,"MF,FW",Seattle,23-174,2001,2.4,1,5,1,20.0,2.1,0.42,0.0,0.0,23.5,1,1,1,0.9,0.2,0.03,0.1,-0.2,Matches,USA-Major League Soccer,24-25
ed8c35d2,176,Jonathan Dean,USA,DF,Fire,27-076,1997,9.1,0,3,0,0.0,0.33,0.0,0.0,,24.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
4ca4f601,177,Brecht Dejaegere,BEL,"FW,MF",Charlotte,33-062,1991,10.2,1,10,3,30.0,0.98,0.29,0.1,0.33,17.9,1,0,0,1.0,1.0,0.1,0.0,0.0,Matches,USA-Major League Soccer,24-25
7f6a25b7,178,Marky Delgado,USA,MF,LA Galaxy,29-075,1995,23.3,1,14,5,35.7,0.6,0.21,0.07,0.2,21.6,1,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
79d49f47,179,Patrickson Delgado,ECU,MF,FC Dallas,20-287,2003,11.0,3,12,5,41.7,1.09,0.45,0.25,0.6,23.8,0,0,0,1.5,1.5,0.12,1.5,1.5,Matches,USA-Major League Soccer,24-25
1d5c96f8,180,Mikkel Desler,DEN,DF,Austin,29-162,1995,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
f4547573,181,Lamine Diack,SEN,"FW,MF",Rapids,23-258,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
4d095331,182,Djibril Diani,FRA,MF,Charlotte,26-170,1998,16.3,1,9,1,11.1,0.55,0.06,0.0,0.0,19.1,0,1,1,1.4,0.6,0.07,-0.4,-0.6,Matches,USA-Major League Soccer,24-25
72072d80,183,Marcos Dias,BRA,FW,NE Revolution,22-243,2001,0.0,0,1,0,0.0,22.5,0.0,0.0,,15.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,USA-Major League Soccer,24-25
82a10738,184,Ronald Donkor,MLI,MF,NY Red Bulls,19-253,2004,5.0,0,1,1,100.0,0.2,0.2,0.0,0.0,29.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,USA-Major League Soccer,24-25
8f995d10,185,Christopher Donovan,USA,"FW,MF",Philadelphia,23-357,2000,4.2,1,9,1,11.1,2.14,0.24,0.11,1.0,11.6,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
c182ca04,186,Griffin Dorsey,USA,DF,Dynamo FC,25-147,1999,20.6,2,30,8,26.7,1.46,0.39,0.07,0.25,16.1,0,0,0,1.4,1.4,0.05,0.6,0.6,Matches,USA-Major League Soccer,24-25
e329eaa6,187,C.J. dos Santos,USA,GK,Inter Miami,23-341,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
8f2af1ed,188,Hassani Dotson,USA,MF,Minnesota Utd,26-359,1997,16.6,3,23,9,39.1,1.38,0.54,0.13,0.33,22.9,2,0,0,1.5,1.5,0.06,1.5,1.5,Matches,USA-Major League Soccer,24-25
60e86875,189,Sebastián Driussi,ARG,MF,Austin,28-172,1996,17.1,5,39,12,30.8,2.28,0.7,0.08,0.25,21.1,3,2,4,6.6,3.4,0.09,-1.6,-0.4,Matches,USA-Major League Soccer,24-25
6a8e0145,190,Erik Duenas,USA,MF,LAFC,19-286,2004,3.5,0,1,0,0.0,0.28,0.0,0.0,,10.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
04391c12,191,Morris Duggan,GER,DF,Minnesota Utd,23-280,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
59557625,192,Bryce Duke,USA,MF,CF Montréal,23-153,2001,17.0,2,24,8,33.3,1.41,0.47,0.08,0.25,22.2,3,0,0,1.7,1.7,0.07,0.3,0.3,Matches,USA-Major League Soccer,24-25
575e6cb1,193,Kyle Duncan,USA,DF,NY Red Bulls,26-357,1997,12.8,1,10,3,30.0,0.78,0.23,0.1,0.33,24.7,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches,USA-Major League Soccer,24-25
0ffd4373,194,Chris Durkin,USA,MF,St. Louis,24-173,2000,21.4,1,23,4,17.4,1.08,0.19,0.04,0.25,21.4,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
0b243559,195,Nikolas Dyhr,DEN,DF,St. Louis,23-042,2001,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
5fa7b2ec,196,Jeremy Ebobisse,USA,FW,SJ Earthquakes,27-167,1997,18.0,4,37,11,29.7,2.06,0.61,0.08,0.27,16.3,1,1,1,6.2,5.4,0.15,-2.2,-2.4,Matches,USA-Major League Soccer,24-25
a8de0bd5,197,Daniel Edelman,USA,MF,NY Red Bulls,21-093,2003,19.8,0,8,1,12.5,0.4,0.05,0.0,0.0,27.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,USA-Major League Soccer,24-25
10f6f942,198,Earl Edwards Jr.,USA,GK,NE Revolution,32-188,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
8510e2e6,199,Matthew Edwards,USA,DF,Atlanta Utd,21-164,2003,0.0,0,1,0,0.0,45.0,0.0,0.0,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,USA-Major League Soccer,24-25
f03bba0c,200,Michael Edwards,USA,DF,Rapids,23-246,2000,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
b828d56a,201,Raheem Edwards,CAN,"DF,MF",CF Montréal,29-015,1995,11.3,0,13,5,38.5,1.15,0.44,0.0,0.0,22.5,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,USA-Major League Soccer,24-25
e1574c2d,202,Noah Eile,SWE,DF,NY Red Bulls,22-011,2002,19.9,0,9,3,33.3,0.45,0.15,0.0,0.0,18.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
4eecde21,203,Piero Elias,USA,FW,NYCFC,21-326,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
041deebd,204,Jack Elliott,ENG,DF,Philadelphia,28-340,1995,18.6,0,12,2,16.7,0.65,0.11,0.0,0.0,11.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,USA-Major League Soccer,24-25
1a5c4853,205,Herbert Endeley,USA,"MF,DF",FC Dallas,22-295,2001,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
a0f55677,206,Emeka Eneli,USA,MF,RSL,24-286,1999,21.6,1,11,4,36.4,0.51,0.19,0.09,0.25,21.0,0,0,0,1.9,1.9,0.17,-0.9,-0.9,Matches,USA-Major League Soccer,24-25
35c95bb2,207,Ramiro Enrique,ARG,"FW,MF",Orlando City,23-087,2001,5.4,4,17,9,52.9,3.14,1.66,0.24,0.44,14.6,0,0,0,2.1,2.1,0.12,1.9,1.9,Matches,USA-Major League Soccer,24-25
35fc6185,208,Victor Enriquez,,MF,Portland Timbers,,,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
b567c8ff,209,Victor Eriksson,SWE,DF,Minnesota Utd,23-317,2000,1.8,0,2,0,0.0,1.08,0.0,0.0,,12.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,USA-Major League Soccer,24-25
54f33d0e,210,Franco Escobar,ARG,DF,Dynamo FC,29-160,1995,12.7,2,4,4,100.0,0.32,0.32,0.5,0.5,8.3,0,0,0,0.3,0.3,0.08,1.7,1.7,Matches,USA-Major League Soccer,24-25
9c794a80,211,Cristian Espinoza,ARG,"FW,MF",SJ Earthquakes,29-118,1995,24.1,3,55,19,34.5,2.29,0.79,0.05,0.16,20.7,7,0,0,3.8,3.8,0.07,-0.8,-0.8,Matches,USA-Major League Soccer,24-25
59059f1e,212,Derrick Etienne,HAI,"MF,FW",Toronto FC,27-248,1996,13.1,3,16,6,37.5,1.22,0.46,0.19,0.5,17.0,0,0,0,1.8,1.8,0.11,1.2,1.2,Matches,USA-Major League Soccer,24-25
59059f1e,213,Derrick Etienne,HAI,"FW,MF",Atlanta Utd,27-248,1996,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
4352d221,214,Evander,BRA,MF,Portland Timbers,26-051,1998,19.3,11,56,21,37.5,2.9,1.09,0.14,0.38,22.8,14,3,3,7.3,4.9,0.09,3.7,3.1,Matches,USA-Major League Soccer,24-25
fe81682e,215,Diego Fagúndez,URU,"FW,MF",LA Galaxy,29-167,1995,16.1,4,22,12,54.5,1.37,0.75,0.18,0.33,19.7,5,0,0,2.2,2.2,0.1,1.8,1.8,Matches,USA-Major League Soccer,24-25
cfc68595,216,Marco Farfan,USA,DF,FC Dallas,25-261,1998,13.5,1,4,1,25.0,0.3,0.07,0.25,1.0,18.4,0,0,0,0.4,0.4,0.1,0.6,0.6,Matches,USA-Major League Soccer,24-25
752ef25b,217,Bryant Farkarlun,USA,FW,Austin,23-016,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,USA-Major League Soccer,24-25
71eda165,218,Andrew Farrell,USA,"DF,MF",NE Revolution,32-119,1992,6.1,0,2,0,0.0,0.33,0.0,0.0,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
640b5773,219,Logan Farrington,USA,"FW,MF",FC Dallas,22-229,2001,9.5,2,25,10,40.0,2.64,1.06,0.08,0.2,19.2,2,0,0,1.8,1.8,0.07,0.2,0.2,Matches,USA-Major League Soccer,24-25
81039302,220,Mohamed Farsi,CAN,"DF,MF",Crew,24-227,1999,15.5,3,10,4,40.0,0.65,0.26,0.3,0.75,10.3,0,0,0,3.0,3.0,0.3,0.0,0.0,Matches,USA-Major League Soccer,24-25
2415bd0a,221,Felipe,BRA,"MF,FW",Orlando City,33-304,1990,2.9,0,2,0,0.0,0.68,0.0,0.0,,18.5,0,0,0,0.7,0.7,0.36,-0.7,-0.7,Matches,USA-Major League Soccer,24-25
83572e83,222,Julián Fernández,ARG,FW,NYCFC,20-209,2004,6.7,2,18,9,50.0,2.68,1.34,0.11,0.22,18.7,0,0,0,1.7,1.7,0.09,0.3,0.3,Matches,USA-Major League Soccer,24-25
622986f0,223,Omir Fernandez,USA,FW,Rapids,25-173,1999,14.9,1,24,10,41.7,1.61,0.67,0.04,0.1,16.9,0,0,0,3.1,3.1,0.13,-2.1,-2.1,Matches,USA-Major League Soccer,24-25
f61246d8,224,Jesús Ferreira,USA,"MF,FW",FC Dallas,23-219,2000,9.0,4,12,7,58.3,1.33,0.77,0.25,0.43,20.8,1,1,1,2.6,1.8,0.15,1.4,1.2,Matches,USA-Major League Soccer,24-25
5439dba0,225,Sebastián Ferreira,PAR,FW,Dynamo FC,26-168,1998,6.8,5,22,6,27.3,3.26,0.89,0.18,0.67,13.9,0,1,1,2.7,2.0,0.09,2.3,2.0,Matches,USA-Major League Soccer,24-25
c16a59af,226,Ethan Finlay,USA,"FW,MF",Austin,33-359,1990,8.7,0,2,1,50.0,0.23,0.12,0.0,0.0,10.6,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
bb4610ab,227,Nicolas Firmino,USA,"FW,MF",Atlanta Utd,23-182,2001,1.8,0,2,1,50.0,1.09,0.55,0.0,0.0,14.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
39859fa1,228,Leon Flach,USA,MF,Philadelphia,23-153,2001,13.6,0,6,0,0.0,0.44,0.0,0.0,,27.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
67d3d023,229,Kristian Fletcher,USA,"FW,MF",D.C. United,18-359,2005,2.7,1,7,3,42.9,2.56,1.1,0.14,0.33,17.4,0,0,0,0.9,0.9,0.13,0.1,0.1,Matches,USA-Major League Soccer,24-25
2137636d,230,Nicolas Fleuriau,CAN,FW,Vancouver W'caps,22-070,2002,0.1,0,1,0,0.0,8.18,0.0,0.0,,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,USA-Major League Soccer,24-25
45cc6e15,231,Deybi Flores,HON,MF,Toronto FC,28-044,1996,19.6,1,14,4,28.6,0.72,0.2,0.07,0.25,19.6,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches,USA-Major League Soccer,24-25
ee4a0679,232,CJ Fodrey,USA,"FW,MF",Austin,20-171,2004,2.1,0,4,3,75.0,1.93,1.44,0.0,0.0,11.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,USA-Major League Soccer,24-25
aad135a3,233,Nathan Fogaça,BRA,"FW,MF",Portland Timbers,25-051,1999,2.0,1,8,4,50.0,3.96,1.98,0.13,0.25,14.7,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches,USA-Major League Soccer,24-25
0f138d5a,234,Andreu Fontàs,ESP,DF,Sporting KC,34-259,1989,14.2,0,2,0,0.0,0.14,0.0,0.0,,7.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,USA-Major League Soccer,24-25
